,date,label,latitude,longitude,xnorm,ynorm,bird
322,16/11/2023,"DJI_0170(M:0,F:0,O:4)",4.708791706,48.10222613,5,3,Others
323,16/11/2023,"DJI_0170(M:0,F:0,O:4)",4.708791706,48.10222613,5,3,Others
324,16/11/2023,"DJI_0171(M:0,F:0,O:1)",4.710831262,47.72771096,5,3,Others
325,16/11/2023,"DJI_0172(M:0,F:0,O:1)",4.711172757,47.34816026,5,3,Others
326,16/11/2023,"DJI_0185(M:0,F:0,O:3)",4.133241159,47.16362433,5,3,Others
327,16/11/2023,"DJI_0185(M:0,F:0,O:3)",4.133241159,47.16362433,5,3,Others
328,16/11/2023,"DJI_0185(M:0,F:0,O:3)",4.133241159,47.16362433,6,3,Others
329,16/11/2023,"DJI_0189(M:0,F:0,O:4)",4.148475677,48.68601563,5,3,Others
330,16/11/2023,"DJI_0189(M:0,F:0,O:4)",4.148475677,48.68601563,5,3,Others
331,16/11/2023,"DJI_0189(M:0,F:0,O:4)",4.148475677,48.68601563,5,3,Others
332,16/11/2023,"DJI_0189(M:0,F:0,O:4)",4.148475677,48.68601563,6,3,Others
333,16/11/2023,"DJI_0197(M:0,F:0,O:5)",3.567352779,48.57805532,1,2,Others
334,16/11/2023,"DJI_0197(M:0,F:0,O:5)",3.567352779,48.57805532,2,2,Others
335,16/11/2023,"DJI_0197(M:0,F:0,O:5)",3.567352779,48.57805532,5,2,Others
336,16/11/2023,"DJI_0197(M:0,F:0,O:5)",3.567352779,48.57805532,5,2,Others
337,16/11/2023,"DJI_0197(M:0,F:0,O:5)",3.567352779,48.57805532,6,2,Others
338,16/11/2023,"DJI_0200(M:0,F:0,O:1)",3.565510805,47.4494652,6,2,Others
339,16/11/2023,"DJI_0203(M:0,F:0,O:1)",3.563772421,46.31440985,5,2,Others
340,16/11/2023,"DJI_0205(M:0,F:0,O:3)",3.567891453,45.56317761,1,2,Others
341,16/11/2023,"DJI_0205(M:0,F:0,O:3)",3.567891453,45.56317761,1,2,Others
342,16/11/2023,"DJI_0205(M:0,F:0,O:3)",3.567891453,45.56317761,2,2,Others
343,16/11/2023,"DJI_0214(M:0,F:0,O:2)",2.991483191,45.76054236,2,1,Others
344,16/11/2023,"DJI_0214(M:0,F:0,O:2)",2.991483191,45.76054236,2,1,Others
345,16/11/2023,"DJI_0223(M:0,F:0,O:1)",2.990151724,49.15456294,2,1,Others
346,16/11/2023,"DJI_0227(M:0,F:0,O:1)",2.411650563,48.66702969,2,1,Others
347,16/11/2023,"DJI_0238(M:0,F:0,O:1)",2.409832786,44.51937434,1,1,Others
348,16/11/2023,"DJI_0277(M:0,F:0,O:1)",2.3544181,49.56432591,1,1,Others
86,16/11/2023,"DJI_0289(M:1,F:0,O:0)",1.193970506,42.83501003,1,0,Males
95,19/03/2024,"DJI_0061(M:1,F:0,O:0)",1.97372242,44.01050704,1,0,Males
96,19/03/2024,"DJI_0062(M:1,F:0,O:0)",1.979034358,43.39237182,1,0,Males
351,20/02/2024,"DJI_0731(M:0,F:0,O:3)",1.974984315,42.50681249,1,0,Others
352,20/02/2024,"DJI_0731(M:0,F:0,O:3)",1.974984315,42.50681249,1,0,Others
353,20/02/2024,"DJI_0731(M:0,F:0,O:3)",1.974984315,42.50681249,1,0,Others
354,20/11/2023,"DJI_0311(M:1,F:0,O:1)",3.971276847,52.00448781,5,4,Others
356,21/03/2024,"DJI_0044(M:0,F:0,O:1)",2.923197537,46.25298943,1,1,Others
121,21/03/2024,"DJI_0061(M:1,F:0,O:0)",1.968539252,44.27134566,1,0,Males
358,23/10/2023,"DJI_0006(M:0,F:0,O:1)",4.745664119,47.74602713,6,4,Others
359,23/10/2023,"DJI_0020(M:0,F:0,O:2)",4.142706674,46.79508872,5,3,Others
360,23/10/2023,"DJI_0020(M:0,F:0,O:2)",4.142706674,46.79508872,6,3,Others
361,23/10/2023,"DJI_0022(M:0,F:0,O:3)",4.141362155,47.55560871,6,3,Others
362,23/10/2023,"DJI_0022(M:0,F:0,O:3)",4.141362155,47.55560871,6,3,Others
363,23/10/2023,"DJI_0022(M:0,F:0,O:3)",4.141362155,47.55560871,6,3,Others
364,23/10/2023,"DJI_0034(M:0,F:0,O:1)",3.564791549,48.57804522,5,2,Others
365,23/10/2023,"DJI_0040(M:0,F:0,O:2)",3.563970024,46.31578497,5,2,Others
366,23/10/2023,"DJI_0040(M:0,F:0,O:2)",3.563970024,46.31578497,6,2,Others
367,23/10/2023,"DJI_0042(M:0,F:0,O:1)",3.574825668,45.55920688,2,2,Others
368,23/10/2023,"DJI_0049(M:0,F:0,O:1)",3.001053549,44.63298116,1,1,Others
369,23/10/2023,"DJI_0071(M:0,F:0,O:1)",2.416050181,46.78360806,1,0,Others
370,23/10/2023,"DJI_0086(M:0,F:0,O:5)",4.716193536,48.48252577,5,4,Others
371,23/10/2023,"DJI_0086(M:0,F:0,O:5)",4.716193536,48.48252577,5,4,Others
372,23/10/2023,"DJI_0086(M:0,F:0,O:5)",4.716193536,48.48252577,5,4,Others
373,23/10/2023,"DJI_0086(M:0,F:0,O:5)",4.716193536,48.48252577,5,4,Others
374,23/10/2023,"DJI_0086(M:0,F:0,O:5)",4.716193536,48.48252577,6,4,Others
375,23/10/2023,"DJI_0088(M:0,F:0,O:1)",4.713092807,47.72846952,5,4,Others
376,23/10/2023,"DJI_0090(M:0,F:0,O:1)",4.714239232,46.97461743,5,4,Others
377,23/10/2023,"DJI_0095(M:0,F:0,O:3)",4.721984915,45.08624263,5,4,Others
378,23/10/2023,"DJI_0095(M:0,F:0,O:3)",4.721984915,45.08624263,5,4,Others
379,23/10/2023,"DJI_0095(M:0,F:0,O:3)",4.721984915,45.08624263,5,4,Others
380,23/10/2023,"DJI_0101(M:0,F:0,O:1)",4.141880264,46.42259253,4,3,Others
381,23/10/2023,"DJI_0102(M:0,F:0,O:1)",4.136822111,46.79426902,5,3,Others
382,23/10/2023,"DJI_0103(M:0,F:0,O:2)",4.140179442,47.17445901,5,3,Others
383,23/10/2023,"DJI_0103(M:0,F:0,O:2)",4.140179442,47.17445901,6,3,Others
384,23/10/2023,"DJI_0106(M:0,F:0,O:3)",4.140220781,48.30818018,5,3,Others
385,23/10/2023,"DJI_0106(M:0,F:0,O:3)",4.140220781,48.30818018,6,3,Others
386,23/10/2023,"DJI_0106(M:0,F:0,O:3)",4.140220781,48.30818018,6,3,Others
392,23/10/2023,"DJI_0118(M:0,F:0,O:5)",3.56313228,48.20289076,2,2,Others
397,23/10/2023,"DJI_0122(M:0,F:0,O:1)",3.568763618,46.69215434,4,2,Others
398,23/10/2023,"DJI_0126(M:0,F:0,O:2)",3.569951215,45.18353998,4,2,Others
399,23/10/2023,"DJI_0126(M:0,F:0,O:2)",3.569951215,45.18353998,1,2,Others
400,23/10/2023,"DJI_0128(M:0,F:0,O:1)",3.565317685,44.4261043,4,2,Others
401,23/10/2023,"DJI_0131(M:0,F:0,O:2)",2.985952495,44.62875172,1,1,Others
402,23/10/2023,"DJI_0131(M:0,F:0,O:2)",2.985952495,44.62875172,1,1,Others
403,23/10/2023,"DJI_0134(M:0,F:0,O:1)",2.988984122,45.76061059,1,1,Others
404,23/10/2023,"DJI_0140(M:0,F:0,O:1)",2.983660304,48.01689633,2,1,Others
405,23/10/2023,"DJI_0150(M:0,F:0,O:1)",2.406640032,47.91410598,2,0,Others
406,23/10/2023,"DJI_0169(M:0,F:0,O:3)",4.713238117,48.48346678,6,4,Others
407,23/10/2023,"DJI_0169(M:0,F:0,O:3)",4.713238117,48.48346678,6,4,Others
408,23/10/2023,"DJI_0169(M:0,F:0,O:3)",4.713238117,48.48346678,5,4,Others
409,23/10/2023,"DJI_0171(M:0,F:0,O:2)",4.710831262,47.72771096,5,4,Others
410,23/10/2023,"DJI_0171(M:0,F:0,O:2)",4.710831262,47.72771096,5,4,Others
411,23/10/2023,"DJI_0185(M:0,F:0,O:3)",4.133241159,47.16362433,5,3,Others
412,23/10/2023,"DJI_0185(M:0,F:0,O:3)",4.133241159,47.16362433,5,3,Others
413,23/10/2023,"DJI_0185(M:0,F:0,O:3)",4.133241159,47.16362433,6,3,Others
416,23/10/2023,"DJI_0188(M:0,F:0,O:4)",4.134457489,48.29641309,5,3,Others
417,23/10/2023,"DJI_0188(M:0,F:0,O:4)",4.134457489,48.29641309,5,3,Others
418,23/10/2023,"DJI_0188(M:0,F:0,O:4)",4.134457489,48.29641309,5,3,Others
419,23/10/2023,"DJI_0188(M:0,F:0,O:4)",4.134457489,48.29641309,6,3,Others
420,23/10/2023,"DJI_0197(M:0,F:0,O:5)",3.567352779,48.57805532,1,2,Others
421,23/10/2023,"DJI_0197(M:0,F:0,O:5)",3.567352779,48.57805532,2,2,Others
425,23/10/2023,"DJI_0205(M:0,F:0,O:3)",3.567891453,45.56317761,1,2,Others
426,23/10/2023,"DJI_0205(M:0,F:0,O:3)",3.567891453,45.56317761,1,2,Others
427,23/10/2023,"DJI_0205(M:0,F:0,O:3)",3.567891453,45.56317761,2,2,Others
428,23/10/2023,"DJI_0214(M:0,F:0,O:2)",2.991483191,45.76054236,2,1,Others
429,23/10/2023,"DJI_0214(M:0,F:0,O:2)",2.991483191,45.76054236,2,1,Others
430,23/10/2023,"DJI_0219(M:0,F:0,O:1)",2.987809791,47.64198343,5,1,Others
431,23/10/2023,"DJI_0222(M:0,F:0,O:1)",2.989844317,48.77322929,1,1,Others
188,27/12/2023,"DJI_0528(M:2,F:0,O:0)",1.490639203,48.00205808,1,0,Males
189,27/12/2023,"DJI_0528(M:2,F:0,O:0)",1.490639203,48.00205808,1,0,Males
190,27/12/2023,"DJI_0529(M:1,F:0,O:0)",1.487471463,47.36792833,1,0,Males
191,27/12/2023,"DJI_0530(M:1,F:0,O:0)",1.487454218,46.73487299,1,0,Males
192,27/12/2023,"DJI_0535(M:1,F:0,O:0)",1.484523254,43.57019417,1,0,Males
217,30/01/2024,"DJI_0657(M:1,F:1,O:0)",1.952992687,47.38506979,1,0,Males
278,30/01/2024,"DJI_0657(M:1,F:1,O:0)",1.952992687,47.38506979,1,0,Females
